month,pm2.5,DEWP,TEMP,PRES,Iws
Jan,16.5,-20.541666666666668,-7.208333333333333,1023.6666666666666,46.64666666666667
Jan,18.458333333333332,-27.458333333333332,-10.5,1039.4583333333333,233.05625
Jan,24.5,-24.583333333333332,-9.875,1043.4583333333333,96.39458333333333
Jan,78.79166666666667,-21.083333333333332,-10.666666666666666,1032.7916666666667,12.841666666666667
Jan,66.41666666666667,-21.083333333333332,-7.583333333333333,1028.7083333333333,8.88625
Jan,131.08333333333334,-17.583333333333332,-6.708333333333333,1027.6666666666667,10.838333333333333
Jan,144.16666666666666,-15.791666666666666,-7.125,1025.25,6.335833333333333
Jan,131.75,-17.583333333333332,-6.958333333333333,1031,30.898333333333333
Jan,50.166666666666664,-19.458333333333332,-6.958333333333333,1030.625,5.381666666666667
Jan,242.91666666666666,-13.083333333333334,-8.291666666666666,1027.7083333333333,6.873333333333333
Jan,363.75,-7.791666666666667,-3.875,1024.0833333333333,3.722916666666667
Jan,552.4782608695652,-10.083333333333334,-7.375,1023.1666666666666,3.33375
Jan,435.17391304347825,-6.5,-3.5833333333333335,1024.5416666666667,5.1425
Jan,306.0833333333333,-7.5,-4.625,1027.3333333333333,10.654166666666667
Jan,113.82608695652173,-7.458333333333333,-4.958333333333333,1026.25,32.24041666666667
Jan,118.3913043478261,-13.833333333333334,-4.041666666666667,1032.9583333333333,8.699583333333333
Jan,65.16666666666667,-15.625,-3.6666666666666665,1037.125,8.661666666666667
Jan,271.5416666666667,-12.25,-5.583333333333333,1027.375,2.84875
Jan,202.91666666666666,-10.25,-2.4166666666666665,1029.4583333333333,3.985
Jan,104.20833333333333,-5.833333333333333,-2.4166666666666665,1030.8333333333333,2.68
Jan,150.20833333333334,-5.833333333333333,-2,1028.9166666666667,6.462916666666667
Jan,184.33333333333334,-7.75,-6.208333333333333,1028.9166666666667,6.61
Jan,386.3333333333333,-6.458333333333333,-5.083333333333333,1019.375,3.575833333333333
Jan,28.916666666666668,-16.208333333333332,-0.7083333333333334,1022.875,31.3625
Jan,69.45833333333333,-15.916666666666666,-7,1023.9166666666666,3.5004166666666667
Jan,157.45833333333334,-10.958333333333334,-5.708333333333333,1027.4166666666667,3.6475
Jan,308.3333333333333,-6.791666666666667,-5,1027.75,2.30875
Jan,399.375,-5.041666666666667,-1.8333333333333333,1021.5,4.153333333333333
Jan,438.1304347826087,-5.25,-4.5,1025.3333333333333,7.119166666666667
Jan,278.125,-4.541666666666667,-2.9583333333333335,1026.0416666666667,9.46625
Jan,181.33333333333334,-2.2083333333333335,-1.2916666666666667,1023.9583333333334,3.7975
Feb,39.125,-11.166666666666666,-1.4583333333333333,1028.375,9.758750000000001
Feb,44.916666666666664,-14.375,-3.0416666666666665,1031.7083333333333,11.251666666666667
Feb,184.66666666666666,-4.416666666666667,-2.8333333333333335,1021,4.322916666666667
Feb,42.583333333333336,-11.75,-3.1666666666666665,1028.2916666666667,12.7775
Feb,90.83333333333333,-5.583333333333333,-3.4583333333333335,1024.125,16.896250000000002
Feb,99.875,-15.416666666666666,-5.208333333333333,1026.25,31.436666666666667
Feb,12.416666666666666,-24.833333333333332,-9.583333333333334,1038.375,21.883333333333333
Feb,56.458333333333336,-19.75,-7.833333333333333,1035.7916666666667,8.775416666666667
Feb,190.125,-13.791666666666666,-4.833333333333333,1025.75,3.35375
Feb,60.5,-18.916666666666668,-3.25,1030.6666666666667,17.29125
Feb,64.79166666666667,-13.833333333333334,-4.791666666666667,1032.6666666666667,5.010833333333333
Feb,113.70833333333333,-11.625,-1.3333333333333333,1025.9166666666667,10.762916666666667
Feb,306.9166666666667,-6.458333333333333,-2.2916666666666665,1021.8333333333334,7.916666666666666
Feb,85.26086956521739,-16.958333333333332,0.375,1026.3333333333333,25.401666666666667
Feb,39.791666666666664,-15.25,-2.125,1028.0833333333333,21.11625
Feb,136.83333333333334,-8.041666666666666,-1.625,1022.2916666666666,10.188333333333333
Feb,134.54166666666666,-11.583333333333334,1,1020.4166666666666,11.434166666666666
Feb,22.791666666666668,-16.791666666666668,-0.2916666666666667,1027.25,9.368333333333334
Feb,30.125,-19.875,-3.125,1029.5833333333333,18.199583333333333
Feb,83.29166666666667,-14.166666666666666,-2.0416666666666665,1027.375,9.4825
Feb,201.875,-6.208333333333333,-2.0416666666666665,1028.1875,5.665416666666666
Feb,95.29166666666667,-16.666666666666668,0.75,1029.5,16.83416666666667
Feb,135.16666666666666,-13.75,0.5833333333333334,1027.5833333333333,3.017916666666667
Feb,340.625,-7.458333333333333,0.5416666666666666,1026.0833333333333,1.8966666666666667
Feb,163,-3.7083333333333335,-0.4166666666666667,1027.2083333333333,7.340416666666667
Feb,205.58333333333334,-4.833333333333333,1.375,1020.1666666666666,25.2625
Feb,247.70833333333334,-8.708333333333334,5,1016.8333333333334,6.929583333333333
Feb,236.04166666666666,-9.625,4.125,1014.5416666666666,41.14333333333333
Mar,10.458333333333334,-23.208333333333332,0.75,1032.4166666666667,70.32833333333333
Mar,42.708333333333336,-16.916666666666668,-0.041666666666666664,1032.875,5.85125
Mar,104.66666666666667,-13.291666666666666,3.9583333333333335,1020.5416666666666,5.732916666666666
Mar,24.608695652173914,-15.083333333333334,8.708333333333334,1023.1666666666666,11.397916666666667
Mar,174.16666666666666,-8.458333333333334,5.75,1016.7083333333334,5.07875
Mar,228.65217391304347,-5.208333333333333,6.125,1013,13.849583333333333
Mar,309.7916666666667,-2.5416666666666665,7.416666666666667,1008.125,2.0479166666666666
Mar,237.29166666666666,-2.0833333333333335,8.583333333333334,1005.1666666666666,21.142916666666668
Mar,67.58333333333333,-12.458333333333334,6.75,1009.0416666666666,50.99458333333333
Mar,39.25,-15.708333333333334,4.791666666666667,1026.375,23.954166666666666
Mar,125.20833333333333,-7.25,5.666666666666667,1019.9583333333334,21.78
Mar,149.16666666666666,1.2083333333333333,4.791666666666667,1014.1666666666666,6.462083333333333
Mar,21.875,-12.416666666666666,3.5,1028.25,9.014583333333333
Mar,107.95652173913044,-4.333333333333333,3.125,1027.625,14.828333333333333
Mar,248.25,-1.375,4.791666666666667,1020.375,1.8416666666666668
Mar,273.95652173913044,-0.125,8.416666666666666,1022.4583333333334,12.646666666666667
Mar,339.0416666666667,2.0833333333333335,8.416666666666666,1008.2083333333334,3.3333333333333335
Mar,72.20833333333333,-11.541666666666666,7.875,1006.5833333333334,29.33375
Mar,54.291666666666664,-1.2916666666666667,1.9166666666666667,1014.125,11.30375
Mar,63.125,-4.083333333333333,1.1666666666666667,1023.125,12.030416666666667
Mar,153.83333333333334,-2.5416666666666665,3.7916666666666665,1011,15.737916666666667
Mar,70.95833333333333,-6.958333333333333,5.916666666666667,1017.2083333333334,21.60333333333333
Mar,57.041666666666664,-6.875,4.125,1014.2083333333334,52.1475
Mar,20.75,-15.25,4.416666666666667,1021.9583333333334,9.90875
Mar,112.47826086956522,-7.166666666666667,4.833333333333333,1021.2083333333334,8.8654166666666665
Mar,195.29166666666666,-2.25,7.125,1013.5,14.140833333333333
Mar,97.375,-4.708333333333333,10.791666666666666,1010.25,17.938333333333333
Mar,33.166666666666664,-14.875,8.041666666666666,1020.875,9.815833333333334
Mar,98,-6.208333333333333,5.416666666666667,1021.8333333333334,6.35
Mar,92.625,-4.125,5.541666666666667,1022.375,21.105
Mar,194.75,2.125,5.125,1019.1666666666666,52.91
Apr,105.58333333333333,-3.625,10.291666666666666,1016.6666666666666,9.145
Apr,111.04347826086956,-4.708333333333333,9.625,1017.4166666666666,13.092916666666667
Apr,127.625,-1.5833333333333333,10.916666666666666,1012.0416666666666,24.564166666666665
Apr,79.79166666666667,-1.0833333333333333,8.333333333333334,1014.5,34.14208333333333
Apr,66.25,-0.875,8.541666666666666,1018,51.98916666666667
Apr,13.958333333333334,-9.416666666666666,7.75,1016.875,9.1466666666666665
Apr,79.20833333333333,-2.3333333333333335,8.791666666666666,1007.9166666666666,56.60583333333333
Apr,21.041666666666668,-13.541666666666666,9.5,1012.0833333333334,98.92541666666666
Apr,11.5,-11.958333333333334,8.833333333333334,1019.375,180.33875
Apr,12,-12.125,8.75,1019.2916666666666,134.90583333333333
Apr,18.434782608695652,-13.5,10.541666666666666,1018.1666666666666,206.89583333333334
Apr,50.583333333333336,-6.166666666666667,13.625,1012.625,4.767083333333334
Apr,61.375,-1.4583333333333333,16.291666666666668,1004.0833333333334,23.038333333333334
Apr,28.708333333333332,-10.416666666666666,11.791666666666666,1010.25,17.09625
Apr,68.82608695652173,-0.5833333333333334,12.416666666666666,1003.25,21.381666666666668
Apr,61,-1,13.916666666666666,1006.2916666666666,12.927083333333334
Apr,47.875,-2.6666666666666665,11.333333333333334,1011.375,28.515416666666667
Apr,11.708333333333334,-15.333333333333334,10.5,1022.375,11.601666666666667
Apr,53.541666666666664,-2.125,7.041666666666667,1024.1666666666667,22.908333333333335
Apr,76.95833333333333,-0.625,9.166666666666666,1020.875,18.512083333333333
Apr,130.91666666666666,2.2916666666666665,11.666666666666666,1018.2083333333334,20.189166666666665
Apr,169.58333333333334,5.708333333333333,12.125,1014.1666666666666,21.493333333333332
